text,vulgar,hate,religious,threat,troll,Insult
সময় মনে হয় চলে এসেছে আফরান নিশোর বড় পর্দায় কাজ করার গ্রেট হুমায়ুন ফরিদীর ছায়া দেখতে পাই শুভকামনা আপনার জন্য আফরান নিশো,0,0,0,0,0,0
নতুন পাক আর্মি চীপ অফ স্টাফ জেনারেল বাজওয়ার ক্ষমতা দক্ষতা সম্পর্কে ভারতীয় সাবেক সেনা প্রধানের বক্তব্যই যথেষ্ট,0,0,0,0,0,0
খানকিৱ পোলা ৱা শিক্ষা দীঘা কিছু নাই বলে কনডম ব্যবহার করলো না!,1,0,0,0,0,1
এই মালাউন এর বাচ্চায় এম্নেই মরবো,0,0,1,0,0,0
রিয়েল গাঁজাখুরি গল্প। হালার পো এতদিন চ্যাট করছে আর কিনা ফোন নাম্বার নেয় নি। গল্প পাচ্ছে না খুজে তো তাই কি করবে বসে। কয়ডা গাঁজাখোরের কাছ থেকে গল্প গুলা তৈরী করেছে,0,1,0,0,0,0
অসাধারণ বস্ তোমার সব গুলো নাটক,0,0,0,0,0,0
তামিমের অভিনয় অারো ভাল করতে হবে,0,0,0,0,0,0
মোল্লা মিসকিনদের কথা গুলো সত্যি ধরে নিয়ে বলছি পশ্চিম আর পূর্ব পাকিস্হানকে ভারত আলাদা করে দিয়ে ঠিক করেছে এত নিমকহারাম জাত একসাথে থাকলে বিপদ বাড়ত জয় হিন্দ,0,1,0,0,0,0
সত্তি কথায় নাটক টা ওসাদারোন খুব ভালো লাগলো,0,0,0,0,0,0
নাই,0,0,0,0,0,0
আমার দেখা সেরা নাটক এটি বিনোদন এবং নামাজের দাওয়াত অসাধারণ,0,0,0,0,0,0
অসাধারণ লাভ কাহিনি অনেক ভালো লাগছে অপুর্ব এবং মিথিলার অভিনয় অনেক ভালো হয়েছে এই ধরনের নাটক অনেক ভালো লাগে,0,0,0,0,0,0
একটি সাবান বিক্রি করা হবে মাত্র দুদিন ব্যবহার করছি শীত অতিরিক্ত পড়ায় গোসল করতে পারতেছিনা যদি কেউ ক্রয় করতে চান তাহলে ইনবক্স য়ে যোগাযোগ করবেন প্লিজ ধন্যবাদ ।,0,0,0,0,1,0
জুতা সোনার হলেও জুতা কিন্তু পায়ের নিচে থাকে,0,0,0,0,0,1
এই ধরনের নাটকই তো সবায় চায়,0,0,0,0,0,0
লাভ নাই।কারন এদেশের হিনদুদের জমি দখল হিনদু মেয়ে বউদের বেইজজদি করা এদেশের একটি র্সাবজনিন উতসব।এ ব্যাপারে কোন আপোস করা হয় না।কথায় আছে না চোরে চোরে মাউসতোতো ভাই।আমার মতে এই হামলায় হিনদুদের যে খতি হইছে তার পাচগুন বেশি খতিপুরন দেয়া হোক।আর অপরাধীদের ফাসি দেয়া হোক যতই প্রভাবশালী হোক।,0,0,1,0,0,0
ওর মত জানোয়ারের বেচে যাবার কোনো অধিকারই নাই ওকে ফাসির পরেও এভাবে ঝুলিয়ে দিয়ে আমাদের উন্নতি হবে না,0,0,0,1,0,0
খুবিই উপভোগ্য একটি নাটকপুরো নাটকে গ্রামের আবেশ ছিলখুশি আপা সেইধন্যবাদ,0,0,0,0,0,0
এই মুহুর্তে নাটক টা দেখা খুবই দরকার ছিলএই জন্যই হয়তো দেখবো না করে করেও দেখা হয়ে গেলখুববববব সুন্দর একটা মেসেজ পেলামজীবনটা খুবই ছোটএই ছোট্ট জীবনে অনেক সুখ দুঃখ আসবেসব হাসি মুখে মেনে নিতে হবেএর নামই জীবনজীবন আমাদের ইচ্ছেমত চলে নাআসল জীবন তো পরকালের জীবনতাই আমাদের সবার উচিত এই জীবন নিয়ে চিন্তা না করে পরকালের জীবন নিয়ে চিন্তা করাঅনেক মন খারাপ ছিলনাটক টা দেখে সব কষ্টগুলোকে এখন খুব ছোট মনে হচ্ছে,0,0,0,0,0,0
নাটকটি দেখে এতটাই মুগ্ধ হয়েছি যে বলার ভাষা হারিয়ে ফেলেছি এক কথায় অসাধারণ একটি নাটক,0,0,0,0,0,0
খুশি অাপার অভিনয় অসাধারণ৷গ্রামে এমন অবহেলায় পরে থাকা মেয়েগুলোর সাথে মিলেমিশে একাকার তিনি,0,0,0,0,0,0
তুই তো কারো পায়ের জুতো হওয়ার ও যোগ্য না আর ভাব লস ?,0,0,0,0,0,1
পাকিস্তানের বাল ও ছিরতে পারবনা মালাউনরা।।।,0,0,1,0,0,0
শেষটায় আর চোখে পানি ধরে রাখা গেল না ফুলির অভিনয় ও কথায় চোখ ভিজে গেল গ্রামের সুন্দর প্রাকৃতিক পরিবেশে নির্মিত এক পারিবারিক নাটক যমজ দুই ভাই ভালো করেছে,0,0,0,0,0,0
"জুতা পেটা করতে ও মন চাইছে না, কারন আমার জুতার একটা ব্রান্ড আছে সম্মান আছে কিন্তু তর কুনো ব্রান্ড নাই, নাস্তিকের বাচ্চা",0,0,1,0,0,0
"আসিফ খানকির পোলা, তোর মারে কুত্তা দিয়ে চুদে তোরে পয়দা করসিল",1,0,0,0,0,1
আফরান নিশো ভাইয়ের নাটক যত দেখি ততো মুগ্ধ হয় শুভ কামনা রইলো ভাই আপনার জন্য আপনার আরো নতুন নাটক চাই,0,0,0,0,0,0
নাটক টা দেখে আর কিছু বলার নাইএক কথায় অসাধারণ,0,0,0,0,0,0
মেধাবী সৎ সততা ও আর্দশবান নেতা সৈয়দ আশরাফুল ইসলাম ভাইয়ের মত মানুষ দেশের জন্য খুবই প্রয়োজন এই কথাটা সবাই জানে কিন্তুু সময় ও শ্রোতের গতিশীল নেতৃত্বে ও ত্যাগী নেতাকর্মীদের কে সু সংগঠিত করে দলকে শক্তিশালী করার মাধ্যেমে জঙ্গি জামায়াত শিবির সন্ত্রাসী দুর্নীতিবাজ দখলবাজ হাইব্রীড আশ্রয়লীগদের বিরুদ্ধে সারা বাংলাদেশে প্রতিরোধ ও প্রতিহত করে জননেত্রী শেখ হাসিনার নেতৃত্বে বাংলাদেশ এগিয়ে যাবে এই প্রত্যাশা কামনা করছে বাংলাদেশের আমজনতা আর সৈয়দ আশরাফ ভাইয়ের ধর্য্য ও ত্যাগ স্বীকার করার কারনে বাঙালি জাত,0,0,0,0,0,0
শালা রেন্ডিয়ানরা নিজেদের ভাষায় কথাই বলতে পারে না আবার ছাগলের বাচ্চার মত লাফাই,0,0,0,0,0,1
এডমিন যখন কোনো পোস্ট ডিলেট করে তোকে আমি শূলে চড়াবো,0,0,0,1,0,0
ওদের কথায় বুঝা যায় সরকার খাইতে দিছে এখন ঘুমানো জায়গা দিতে হইবো শালা ।,0,0,0,0,1,1
ছাত্র লীগ হাজার হাজার ঘটনায় জড়িত থাকার অভিযোগ আছে।,0,1,0,0,0,0
আলম এক জুতা বার বার পয়ে দেয় কেন,0,0,0,0,0,0
কেউ হিরো আলম কে হাতির পিছনে ভইরে দে।,1,0,0,0,0,1
তোদের জন্য চিন বাঁশ রেডি করতাছে সময় মত তোদের পুটকির ভিতর ঢোকিয়ে দিবে শালা মালাউনের বাচ্চারা।,1,0,1,0,0,1
খানকির পোলারা বিভিন্ন সময়েই একই ভিডিও করছে,1,0,0,0,0,0
বেপারী উঁকি দিয়ে দেখে আসলেই একটু কম,0,0,0,0,0,0
"ধানের বীজ কৃষকরা পাবে না, পাবে নেতারা। এ আমার বিশ্বাস।।",0,0,0,0,1,0
অসাধারন নাটক নিজের অতীত জীবনে ফিরে গেলাম,0,0,0,0,0,0
লুতুপুতু ছাড়াও যে একটা ভালো নাটক হয় এই নাটক তার প্রমাণ,0,0,0,0,0,0
তিন মালু নিহত হয়েছে।আহা কি আনন্দ আকাশে বাতাশে।বিদ্র আমি ভারত পাকিস্তানকে ঘৃনা করি।,0,0,1,0,0,0
যদি তুই পিচ্চি হান্নান হও আমি তাইলে পুতিন শালা,0,0,0,0,1,0
অনেক অনেক অনেক অনেক সুন্দর,0,0,0,0,0,0
ভারত বর্তমানে আম্পায়ার এর সাহায্য ছাড়া জিতার ক্ষমতা নেই,0,1,0,0,0,0
জেরিনের অভিনয় আমার কাছে খুব ভাল লাগল,0,0,0,0,0,0
"যেভাবে চারদিকে দূর্ণীতি ও লুটপাট শুরু হয়েছে, তাতে আমরা আতংকে আছি, না জানি পুরো দেশটাই ধ্বংস হয়ে যায়",0,0,0,1,0,0
মাগি মাইয়া অনেক নষ্ট হয়ে গেছে,1,0,0,0,0,0
সাফা কবির কে অভিনয় জগৎ থেকে বহিষ্কার করা হোক।আপনারা কি একমত?,0,0,0,1,0,0
নামাজ যে মানুষ কে এতটা সুন্দর করে গড়ে তুলতে পারে তা এই নাটকে অনেক টা প্রমাণ করে দিল একটি ধার্মিক মেয়ে পারে একটা অগোছালো ছেলেকে সুন্দর করে গুছিয়ে দিতে তানজিন তিশা আপুকে পুরো নাটকে হিজাব পড়া কী যে সুন্দর লাগছিল ভাষায় প্রকাশ করতে পারবোনা বর্তমান মেয়েদের এই নাটক টা দেখার অনেক অনেক অনুরোধ রইল তিশা আপু কে থেকে নাম্বার দেওয়া হল তিশা আপু তোমার ভবিষ্যতে সব গুলো নাটকেই হিজাব পড়া চাই,0,0,0,0,0,0
তোর পুটকি দিয়া ভরতো,1,0,0,1,0,1
এখন তো আরও কম,0,0,0,0,0,0
ভারতের টিভি সিরিয়াল বন্ধ নিয়ে রিপোর্ট করলে আরও ভালো হতো,0,0,0,0,0,0
সব শাশুরী উফফফ নেইমারের কি হাজার খানেক শাশুরি আছে বলদ সাংবাদিক । ছাগলের তিন নম্বর বাচ্চার মতো সাংবাদিক নেইমারের পিছনে পড়ে আছে ।,0,0,0,0,1,0
"পানি থেকে উঠার পর সবাই যখন তাকে বাহাবা দিচ্ছে তখন সে জিজ্ঞেস করছে, আমারে ধাক্কাটা দিসে কে?”",0,0,0,0,0,0
আইভি সাথে নির্বাচন করতে হলে খালেদা জিয়া লাগবে আপনার কোন ভাগা হবে না,0,1,0,0,0,0
এদের বিচার সরকার করতে পারবে না....... এরা সরকার কে ব্যাবহার করেই আজ আমেরিকায়..... …..কিন্তু পীযূষ গেং রা যে দেশের শত্রু এটা বুঝতে না পারলে ভবিষ্যতে কপালে দুঃখ আছে,0,1,0,0,0,0
ঠাই দেন আপনারা ।মিডিয়াতে ভন্ডামি করেন আপনারা ।আপনাদের মুখে বঙ্গবন্ধুর নাম নিলে পাপ ইবে । গুনডা রাজাকার ভূমিদূস আখরা আওয়ামী লীগ । সুষ্ঠু নির্বাচন দেন তারপর দেখেন কি হয়,0,0,0,0,0,0
"আমার দ্বিতীয় বাচ্চা হওয়ার সময় ঢাকার এক হাসপাতালে এসে আমার ফুপু ধড়ফড় করে রুমে ঢুকে বলে, “ও আল্লাহ্‌ ব্যাডা নার্স... তাও আবার ভুইত্তামারা”",0,0,0,0,0,0
ভালো কিছু অাশা করেছিলামভালো কিছুই পেলাম,0,0,0,0,0,0
বাংলাদেশ কে নিয়ে আমি গর্ববোধ করি আমাদের দেশে যে পরিমাণ প্রতিনিয়ত সুন্দর সুন্দর নাটক করা হয় পুরো এশিয়া মহাদেশে এমন কোন নাটক বের করা হয় না,0,0,0,0,0,0
সাফা তোমাকে থাপড়াইসে কে মুখটা কেমন জানি লাগসে?,0,0,0,0,0,0
সুন্দর গল্প সাথে একটা সুন্দর একটা মেসেজ আমার দেখা একটা সেরা নাটক,0,0,0,0,0,0
"আমি মুখ থেকে মাস্ক সরিয়ে বললাম, ‘আমি কিন্তু আসলেই রক্ত দেখলে ফিট হয়ে পড়ে যাব’",0,0,0,0,0,0
এই নিউজটা যে ভারতের দালাল এটা বুজাই যাচ্ছে,0,1,0,0,0,0
আসলে রানু পাগলি জান তো লতা কাশ্মীরি কুল রানু পাগলি বগলের চুল,0,0,0,0,1,1
খুব ভালো লাগলো এই জুটির সব নাটকই সেরা,0,0,0,0,0,0
কান্না থামাইতে পারলাম না নাটকটি দেখে বৃন্দাবন দাশকে অনেক অনেক ধন্যবাদ বর্তমান সমাজের চিত্র এই যে নিজেদের স্বার্থ রক্ষার জন্য বিবাহ উপযুক্ত বোনকে বিয়ে না দিয়ে সংসারের কাজ করে নেয় এবং নিজেদের স্ত্রীদের কে সোনা ময়না আদর করে খাটে তুলে রাখেএকদিন ফুলি রান্না বন্ধ করে দিলে সকলের উপোশ থাকতে হয়,0,0,0,0,0,0
মুসলিম নামদারি মুনাফেকদের দলেরা আর মালাউন কুলাংগারের বাচ্চারা দেশনেতরি খালেদা জিয়ার বিপখখে কথা বলতেচে,0,0,1,0,0,0
নাটক টা সত্যিই অসাধারণ হয়েছে,0,0,0,0,0,0
বাইচা গেছি ফারুকও বাচছে হুদাই তোদের জন্য ভরতীয়দের সাথে ঝগড়া করি,0,0,0,0,1,0
"এতো দেখি বুক চাপি আর ঠেলা ঠেলা, কেমনে পারি",1,0,0,0,0,0
আমাদের সাকিব তিনি পানি টেনেছেন এর বিচার হবে একদিন ।,0,0,0,0,1,0
সাবিলার গ্রামের বাড়ি কী চট্টগ্রাম একেবারই চাঁটগাইয়া টান সবার অভিনয় এত রিয়েলিস্টিক ছিলমনে হচ্ছিল সব কিছু চোখের সামনে ঘটছে একটা ব্যাপার কিন্তু সত্যমেয়ে বাড়ি থেকে পালিয়ে আসলে ছেলের বাড়ির মানুষ মেয়ে মেয়ের পরিবারকে ছোট করে অনেক বাজে কথা বলে,0,0,0,0,0,0
তর ফাঁসি আজ,0,0,0,1,0,0
মাগি এই এই যে আসে আমি এমন করে নাই,1,0,0,0,0,0
কর্পোরেট নারীরা কী পতিতা-দের থেকে কম?,1,0,0,0,0,1
আরিয়ান ভাই আপনার তুলনায় হয় নাবার বার এতো সুন্দর নাটক উপহার দেওয়ার জন্য,0,0,0,0,0,0
আপনার একটু মাথা খাটানোই কিন্তু সামনের জেনারেশানকে একটানে ১৬টা নাম লিখে ফেলতে হেল্প করতে পারে,0,0,0,0,0,0
হত্যাকারীদের ফাসি দিতেই হউক,0,0,0,1,0,0
না পারে আরাম করে বিস্কুট খেতে,0,0,0,0,0,0
এভাবেই একবেলা খাবারের ৯৯% টাকা অন্য মানুষের কাছ থেকে আসছে,0,0,0,0,0,0
ওরে ফাসি দেওয়া হোক,0,0,0,1,0,0
ওকে অন্য জগৎ থেকে বাহির করব,0,0,0,1,0,0
ইভানার সব নাটক দেখি আমি এবং ইভানা আমার ভালো লাগার লিস্টে আছে আমার কাছে এত ভালো লাগে এই মানুষটারে খুব কিউট ইভানা,0,0,0,0,0,0
শালা মাল টা রে চোদলে মজা পাই বো,1,0,0,0,0,0
নাটক টি অসাধারণ হইছে কিন্তু শেষটা আরেকটু বাড়ালে ভালো হত,0,0,0,0,0,0
এই মাগির পোলারে কেউ দেহে নাই,1,0,0,0,0,1
এক কথা অসাধারন লাগলো দেখে কাতার থেকে,0,0,0,0,0,0
মোটামুটি প্রেমের বিয়ে না পছন্দ করে বিয়ে,0,0,0,0,0,0
ফুড পান্ডার আদলে আমাদের দেশী ইয়ুথদের করা হাংরি-নাকি কিছু দিনের মধ্যেই মেজর মার্কেট শেয়ার তাদের দখলে নিয়ে আসতে যাচ্ছে... প্রচণ্ড খুশির একটা ব্যাপার না?,0,0,0,0,0,0
সত্যি চোখে পানি এসে গেলসত্যিকারের ভালবাসা এমনই হয়,0,0,0,0,0,0
তিন এপ্রিল এইচএসসি পরীক্ষার কথা চিন্তা না করে তাদের প্রতি ভালোবাসার টানে পড়াশুনা না করে খেলা দেখলাম কিন্তু আমার মনে হয় আমার মত লক্ষ লক্ষ পরীক্ষার্থীর কালকের দিনটা নিতান্ত বৃথা গেল ।,0,0,0,0,1,0
কিছু কুচুটে লোকের অসৎ উদ্দেশ্য চরিতার্থ করার জন্য আপনি ভিডিও প্রচার করে যাওয়া থেকে বিরত থাকার অনুরোধ করছিভালো থাকুন,0,1,0,0,0,0
তাকে ২০০ টাকা দিয়ে বিদায় করে আমি দাঁত বের করে বাসায় ঢুকলাম... সে কি তুমুল হাততালি,0,0,0,0,0,0
আরে ভাই যা জীবাণু পেটে ঢুকার তা তো ঢুকেই গেছে ... এখন ওজু করে লাভ কি?,0,0,0,0,0,0
নাটকটা এতো ভালো লেগে যে যা আমি ভাষায় প্রকাশ করতে পারবো না ধন্যবাদ নাটকের পরিচালককে,0,0,0,0,0,0
"বাট দ্যা গুড লাক ইজ, এই দেশে ভলান্টিয়ার কনসেপ্টটা নতুন না",0,0,0,0,0,0
"এখনো সীতার মতো হিন্দু সমাজে সতিত্ব প্রমাণ দিতে হয়,জঘন্যতম,ছি হিন্দু সমাজের রীতিনীতি বিবাহ বহির্ভূত সম্পর্ক!",0,0,1,0,0,1
জবাই করা লাগে,0,0,0,1,0,0
তাদের চর্মরোগ আছে তবে সেটা চামড়ায় না হয়ে মনে আর মাথায় হয়েছে ।,0,0,0,0,1,1
গতকাল শক্ত কাঁঠালের কোয়া খাইছিলাম । কিছুতেই হজম হচ্ছিল না । যাক অবশেষে এই গান শোনার পর বিশেষ প্রক্রিয়ায় হজম হল । ভাল আছি এখন । দোয়া করবেন,0,0,0,0,1,0
খানকিছেলে শুধু মাত্র এদের খেলা শেষ করে দিতে আসলেই কি লাগলো,1,0,0,0,0,0
২০১৯ এর সেরা অভিনেতা আমাদের নিশো ভাই,0,0,0,0,0,0
অসাধারণ একটি নাটক কে কে আমার সাথে সহমত হাত তুলেন,0,0,0,0,0,0
আল্লাহ দাদিকে বেহেশত নসিব করুন,0,0,0,0,0,0
"তাতে সমস্যা কি?এসব করার বয়সই তো এখন।
",0,0,0,0,0,0
৭তে মার্চশে গনহত্যা ফেল করেছে আওয়ামীলিগ,0,1,0,0,0,0
সত্যি অসাধারণ গল্পের অসাধারণ একটি নাটক শেষ দৃশ্যে কোনোভাবেই চোখের পানি আটকাতে পারিনি তবে নাটকের সংলাপে তুই তোকারি করাটা হয়ত মেনে নেয়া যায় কিন্তু কুত্তার বাচ্চা বলে গালি দেয়া এবং গায়ে হাত তোলাটা কোনোভাবেই মেনে নেয়া যায় না,0,0,0,0,0,0
এই যেন যউনাংগে ইট ডুকিয়ে পিষে ফেলা হল,0,0,0,1,0,0
বৃন্দাবন দাস এর কাজগুলো সবসময় ভাল লাগার হয়আর শেখার অনেক কিছু থাকে,0,0,0,0,0,0
বাংলাদেশী যুবকের হাতের আঙ্গুলের ১০ টি নখ উপড়ে নিয়েছে ভারতীয় সীমান্তরক্ষী বাহিনী বিএসএফ,0,1,0,0,0,0
আপনাদের মনে আছে গত কয়েক মাস আগের খেলা পাকিস্তানের সাথে বাংলাদেশের খেলা ষ্টিডিয়ামে গেলেন খেলা দেখতে বেশ করতালিও দিলেন কিন্তু পরের দিন ভারতের সাথে বাংলাদেশের খেলা সেই দিন গেলেন না কারন দাদা বাবুরা দেখলে মাইন্ড করবে তখন ক্ষমতা ধরে রাখা কষ্ট হবে কারন দেশ এবং জনগণের চেয়ে ওনার ক্ষমতা বড় তিনি বারে বারে প্রমান করেছেন।,0,1,0,0,0,0
অনেক সুন্দর তবে শেষে অন্তত একবার দেখা হওয়া উচিত মিথিলার সাথে,0,0,0,0,0,0
"দূর্গা পূজা হিন্দু ধর্মেই সার্বজনিন নয়, অন্য ধর্মের জন্য সার্বজনিন হয় কিভাবে? ",0,0,1,0,1,0
সিনেমার মতো তোর কি চুদার কতা মনে পড়লো অনেক সুন্দর,1,0,0,0,0,0
অবশেষে দেওয়ানবাগীকে দিয়ে দিয়ে নিজের হোগা মারানোর ধান্ধায় নামলি শুয়ার,1,0,0,0,0,1
একটা কথাই বলোনা পাকিস্তান হল একটা জঙ্গি বাদি দেশ,0,1,0,0,0,0
এগুলো তোমাদের প্রাপ্য গোলামী ছাড়ো ।,0,0,0,0,0,1
জঙ্গিদের ভারতীয় ধরে আইনি ধোলাই দেয়া উচিৎ রাজাকারদের,0,0,0,1,0,0
মেয়েকে জিঙ্গেস করছে তুই ভাল থাকবিকিন্তু তিন লাখ টাকার সেলারির ছেলে পেয়ে তখন এই কথাটা একবার জিঙ্গস করলোনা তুই ভাল থাকবিহাইরে বাবা,0,0,0,0,0,0
আর এখন আমরা কি করছি? হাসিমুখে মেনে নিয়ে একটার পর একটা প্যারাসিটেমল খেয়ে যাচ্ছি,0,0,0,0,0,0
ইসলাম ধর্ম যেমন একটা ভন্ডামী তেমনি বঙ্গ ভবনে আরবী সুরা লিখে রাখাটাও একটা ভন্ডামী- মুনতাছের মামুন,0,0,1,0,0,0
"... সে, এই সিম্পল কথাটার মূল্যায়ন একদিন করবেই করবে",0,0,0,0,0,0
ছোঁখের পানি ধরে রাখতে পারলাম না,0,0,0,0,0,0
এই রকম অকৃতজ্ঞকে আরো কঠোরভাবে জারু দেওয়া দরকার ছিল!,0,0,0,0,0,1
বসে কট খায়ে গেছেন... ভেসলিনের বিজ্ঞাপন দিতেসেন বুইজ্জা ফেলসি,0,0,0,0,0,0
আফরান নিশু মানেই নতুন কিছুসবাই থাকে সাপোর্ট করুন এবং বাংলা নাটকের সাথেই থাকুন ধন্যবাদ ভালোবাসা অবিরাম,0,0,0,0,0,0
সত্যি ভীষণ ভালো লাগলো প্রাণ খুলে অনেক দিন পর হাঁসলাম অনুরোধ রইলো এই ধরনের আরো নাটক আমাদের উপহার দেওয়ার জন্য,0,0,0,0,0,0
নাটক দেখে মনে হলো এরকম একটা মেয়ে সবার বউ হিসাবে দরকার আর একটা কথা বলবো একটা মেয়েই পারে একটা ছেলে কে সৎ ও ভাল মানুষ ও এক জন সৎ চরিএবান স্বামী হিসাবে দেখতে আবার একটা মেয়ে পারে একটা ছেলে কে সব চেয়ে খারাব করতে বেশি কিছু বলাম না শেষে একটা কথা বলবো এরকম একটা বউ চাই সবার জন্য এট লিস্ট আমার জন্যও,0,0,0,0,0,0
পাকিস্তান কি ভালো দেশ খালি জঙ্গী জন্ম দেয়,0,1,0,0,0,0
"হ্যা এই পুঁথিগত বিদ্যা একটা সার্টেইন লেভেল পর্যন্ত দরকার... কিন্তু তার পরে, তোমার মেধা",0,0,0,0,0,0
বৃন্দাবন দাসের নাটক অনেক শিক্ষনীয় বিষয়,0,0,0,0,0,0
ভারত আমাদের পরম বন্ধু তবে সেটা মুখে মুখে কাজে না,0,1,0,0,0,0
ঈদের আরেকটা ভালো কাজ,0,0,0,0,0,0
আফরান নিশো বর্তমানে সবার চেয়ে বেষ্ট,0,0,0,0,0,0
৩২ বছরের বিসিএস ক্যাডার যখন নতুন কলেজে ভর্তি হওয়া মেয়েকে করতে যায় তখনকার অবস্থা,1,0,0,0,1,0
নাটকের প্রতিটা মানুষের ভুমিকা অসম্ভব সুন্দর হয়েছেসবার জায়গায় সবাই সঠিকআর নাটকের শেষটা অসাধারণমনের ভিতর টা ছেয়ে গেছে,0,0,0,0,0,0
একটা নাটক এতটা ভালো হতে পারেজীবনের সব অনুভূতি একটা ঘরে আবদ্ধ থাকে,0,0,0,0,0,0
কিন্তু বিশ্বাস করেন এই ছোট ইস্যুগুলোও কিন্তু অনেক ম্যাটার করে,0,0,0,0,0,0
টি টুয়েন্টিতেও বাঁশ খাবে ! দিন শেষে হাতুরের জয় ! দলের কোচ হয়েই তিনটা ট্রফি ! আর কি চাই !,0,0,0,0,1,0
"পৃথিবীতে আজ পর্যন্ত কেউই আল্লাহর সাথে জিত্তে পারে নাই,,নোমরুদ সাড়ে তিনশো বছর পর্যন্ত জুতা পিটা খাইতে খাইতে মরতে হইছে,বেয়াদবি করবা না আল্লাহর সাথে বেয়াদবি করবা না,,বেশি আধুনিকতা দেখাইতে গিয়ে অনেকরই ক্যারিয়ার ধংস হয়ে গেছে,,মশারফ করিম,দেব,ইতিহাস পড়ো সচেতন হও এটি মুসলিম রাষ্ট্র কেউই মুসলমানদের অপমান মেনে নিবে না,,পৃথিবীর অন্য সকল ধর্মই পরকাল বিশ্বাস করে পরকাল বলতে যদি কিছু না থাকতো তাহলে পৃথিবীতে মানুষ যা ইচ্ছা তাই করতো তাদের বিবেক কখনোই বাধা দিতো না,,আমরা প্রতিদিন ছোটখাটো কাজ করার জন্য একটা না একটা সময় যে কাউকে হিসাব দিতেই হয় মা-বাবা কিংবা অফিসের বস,,একটা দেশের প্রধানমন্ত্রীও জাতিসংঘকে হিসাব দিতে হয়,ঠিক আমার সব কৃতকর্মও লিপিবদ্ধ হচ্ছে,,আমাকে একটা সময় আমার সৃষ্টিকর্তার সামনে দাঁড়াতে হবে আমার হিসাব আমাকেই দিতে হবে,,",0,0,1,1,0,0
ভালোবাসা হারিয়ে গেলেও বন্ধুত্ব সারাজীবন আমাদের পাশে থাকে নামাযের জন্য দাওয়াত দিয়েছেন বিষয়টি খুব ভালো লেগেছে সত্যি আফরান ভাই এবং তিশা আপু আপনাদের জন্য ভালোবাসা বেড়ে গেল,0,0,0,0,0,0
তুই একটা নাস্তিক মেয়ে এই বাংলাদেশে তোর কোনো থাকার দরকার নাই তুই একটা পতিতা তুই একটি ইসলাম রাষ্টকে হিন্দু রাষ্ট হিসাবে পরিনত করতে চাস তাই তোরে জুতামারা দরকার,0,0,1,1,0,0
"ওই ভুস্কি মাগীর পোলা, তোরে আনলিমিটেড চোদা হবে আজকে।",1,0,0,1,0,1
"হেফাজত আন্দোলন করলে খুন করা হয়, আর নাস্তিকরা আন্দোলন করলে পুলিশ দিয়ে পাহারা দেয়া হয় ",0,1,0,0,0,0
আপনি হয়তো মিডিয়াতে শুনে বলছনে।কিন্তু এই ধরনের একটি গোলা গুলিতে অংশ গ্রহন কারী এক সেনার মুখ থেকে শুনে ছিলাম তারা প্রায় জন ভারতীয় জোয়ান মেরে ফেলছিল।এবং ভারতীয় জোয়ানরা পেরে উঠছিল না তার যে জায়গাটিতে অবস্থান নিয়েছিল সেই জায়গাটি কর্দমক্ত ছিল তাদের বুট কাদায় আটকে গেছিল।এই সুজোগ টা বি ডি য়ার রা কাজে লাগিয়ে ছিল।এখন কি মনে হয় আপনার ?কিছু লিখতে হলে কিছু জানতে হবে মাঝ খান দিয়ে বললে হবে না।সবচেয়ে মজার ব্যাপার হল যুদ্ধের সময় যারা আশ্রয় দিল সৈন্য অস্রো দিল খাবার দিল তাদের প্রতি কৃতজ্ঞতা বোধটুক তো নেই উল্ট,0,1,0,0,0,0
সানি লিওনের স্থানটা খালি আছে তুমি ওটা নিতে একটা চান্স আছে।,1,0,0,0,0,1
টাইপ-রাইটার হারিয়ে গেছে... ফ্যাক্স-মেশিন হারিয়ে যাচ্ছে,0,0,0,0,0,0
বরাবরের মত আমরা শুধু জিম্বাবুয়েকেই পাই খেলে দিতে মনে হচ্ছে জিম্বাবুয়েই আমাদের জন্য বড় দল তাই যদি হয়ে থাকে তাহলে ছোট দলের সাথে বেশি ম্যাচ খেলানো হোক এটা আপনার ষাঁড় পাপন্দার প্রতি জোরালো আবেদন ।,0,0,0,0,1,0
শালারপুত মাতায় কি উকূন তূর?,0,0,0,0,0,1
এটা মনেহয় নাফাকুম থেকে ফেরার রাস্তা,0,0,0,0,1,0
অসাধারণ ভালোলাগার নাটকশত ভালোবাসা তোমাদের জন্য,0,0,0,0,0,0
অনেক দিন পর অসাধারন একটা নাটক দেখলাম কন্সেপ্ট টা আসলেই ভালো ছিল শেষ টুকু হয়তো কারো সাথে মিলে যাবে কারো সাথে খানিকটা মিলে যাবে,0,0,0,0,0,0
আহ্ কি সুন্দর নাটক এরকম নাটক চাই বাংলাদেশের মানুষ,0,0,0,0,0,0
ওরে চান্দের বাড়িতে একজন পুট্কি মারা দরকার এবং ওর বাড়িতে কোনো ডির্স্টার্ব না লাগে,1,0,0,0,0,0
জিয়াউল হক পলাশ এতো চমৎকার করে পরিচালনা করেছেন জাস্ট অসাম ধন্যবাদ পুরো টিমকে চালিয়ে যান,0,0,0,0,0,0
সাজু শালা এক টা রাম ছাগল।,0,0,0,0,0,1
